CustomerID,Frequency,TotalSpend,Recency,Cluster
12346.0,-0.3296082250776646,-0.2394192249518276,1.8672218519014596,0
12347.0,0.2062135362338766,0.2878031400500241,0.3649595945934831,0
12348.0,-0.115279520553048,0.2627075270698709,1.6408375453132622,0
12349.0,-0.4367725773399729,-0.1040745087939071,-1.5203558930668943,1
12350.0,-0.4367725773399729,-0.1971642184809713,1.6906705687760728,0
12352.0,0.6348709452831097,-0.1386077881939471,0.1696580342188779,0
12353.0,-0.4367725773399729,-0.2351293765791518,0.5210183180703872,0
12354.0,-0.4367725773399729,-0.1257382430759198,0.8299830635398137,0
12355.0,-0.4367725773399729,-0.1879410444797184,0.6313628700237538,0
12356.0,-0.2224438728153563,0.1018382130945296,1.439683469248246,0
12357.0,-0.4367725773399729,0.3414262447084712,-1.365873520332181,1
12358.0,-0.3296082250776646,-0.1862251051306481,-0.6695413214264625,1
12359.0,0.0990491839715684,0.1035541524435999,0.2513555763644307,0
12360.0,-0.2224438728153563,0.0104644427565358,-0.4261485220688592,1
12361.0,-0.4367725773399729,-0.2199004148561528,1.4368780992833297,0
12362.0,0.8491996498077262,0.2350380050661122,-0.5564116611122293,1
12363.0,-0.3296082250776646,-0.1519063181492419,0.4970303719935685,0
12364.0,-0.115279520553048,0.0836063575106576,-1.0731359148558968,1
12365.0,-0.2224438728153563,-0.2023120365281822,1.4810159200646764,0
12367.0,-0.4367725773399729,-0.2023120365281822,-1.6858727209969442,1
12370.0,-0.115279520553048,0.2650669436748425,1.3950003476383772,0
12371.0,-0.3296082250776646,-0.1126542055392587,-1.0705704812950765,1
12372.0,-0.2224438728153563,-0.0691122445565996,0.5878616524267537,0
12373.0,-0.4367725773399729,-0.1971642184809713,1.7017050239714095,0
12374.0,-0.4367725773399729,-0.166062817779072,-1.4541491618948743,1
12375.0,-0.2224438728153563,-0.201454066853647,-1.0268705357198935,1
12377.0,-0.3296082250776646,-0.0369383817615314,1.9923267789862504,0
12378.0,-0.4367725773399729,0.3030321017730231,-0.2955313663845254,1
12379.0,-0.2224438728153563,-0.1523353029865095,-0.331595195559528,1
12380.0,-0.0081151682907398,0.002099238429818,-0.614900026752412,1
12381.0,0.0990491839715684,-0.0714716611615713,-0.696773259146822,1
12383.0,0.0990491839715684,0.0885396831392347,1.7146153365499537,0
12384.0,-0.2224438728153563,-0.2134656422971392,-0.8748402641396998,1
12386.0,-0.3296082250776646,-0.1634889087554665,2.2556346747773097,0
12388.0,0.0990491839715684,0.0741686910907709,0.2311431800888931,0
12390.0,-0.4367725773399729,-0.1637034011741003,-0.8472541261513582,1
12391.0,-0.4367725773399729,-0.1765729462921276,-1.4872525274808843,1
12393.0,-0.115279520553048,-0.0643934113466563,0.5629147651401811,0
12394.0,-0.3296082250776646,-0.0637499340907549,0.2892947589683174,0
12395.0,1.0635283543323426,0.2138032556213671,0.2516804525791823,0
12397.0,-0.3296082250776646,0.031484699782647,-0.725875119002655,1
12398.0,-0.4367725773399729,0.0595832066236733,-1.2224256027928044,1
12399.0,-0.115279520553048,0.013252844198775,0.5687096074739608,0
12401.0,-0.4367725773399729,-0.2370598083468559,1.6134293824087165,0
12402.0,-0.4367725773399729,-0.2192569376002515,1.8341184863154492,0
12403.0,-0.3296082250776646,-0.2190424451816177,-1.178287782011458,1
12405.0,-0.4367725773399729,-0.055599222182671,-0.0858767176731288,1
12406.0,-0.2224438728153563,0.1485975603566955,-0.6452622935478344,1
12407.0,-0.0081151682907398,0.0643020398336166,0.1557348597208661,0
12408.0,0.4205422407584931,0.0606556687168422,0.0845226125557423,0
12409.0,0.2062135362338766,0.9495122515352612,-0.2103531157538565,1
12410.0,-0.2224438728153563,-0.1945903094573658,1.6733307106119726,0
12412.0,-0.2224438728153563,-0.061605009904417,-0.2325807039586704,1
12413.0,-0.0081151682907398,-0.1789323628970993,1.1309478289926207,0
12414.0,-0.2224438728153563,-0.1750714993616911,1.0972620893824128,0
12415.0,2.2423362292177336,16.26491441924365,0.2464651467926036,2
12417.0,0.742035297545418,0.0906846073255726,0.1009845362155773,0
12418.0,-0.4367725773399729,-0.1521208105678757,-0.4831171047052485,1
12420.0,-0.4367725773399729,-0.1654193405231706,-1.0238054092767448,1
12421.0,-0.0081151682907398,-0.1358193867517078,0.0722038469731072,0
12422.0,-0.2224438728153563,-0.1600570300573259,0.5382773377348882,0
12423.0,0.4205422407584931,0.0452122145752095,0.5889765500670637,0
12424.0,-0.3296082250776646,-0.0806948351628242,0.0686056550615843,0
12425.0,-0.4367725773399729,-0.1330309853094685,-0.8693230365420315,1
12426.0,-0.4367725773399729,-0.1840801809443102,0.4217082213123573,0
12427.0,-0.0081151682907398,-0.1887990141542535,0.104861722131976,0
12428.0,0.742035297545418,0.5119477175223329,0.9618080216067688,0
12429.0,-0.115279520553048,0.0945454708609808,0.2457257245372457,0
12430.0,-0.4367725773399729,-0.2143236119716743,-1.2555289683788144,1
12431.0,1.3850214111192674,0.371026198479934,0.5005721216790282,0
12432.0,-0.0081151682907398,0.1468816210076252,-0.2540499885205745,1
12433.0,0.2062135362338766,2.135226341742843,-0.026080479519352,0
12434.0,-0.115279520553048,-0.1594135528014245,-0.0170135435837131,1
12435.0,-0.3296082250776646,0.2013626953406074,0.2476090393414901,0
12436.0,-0.4367725773399729,-0.1941613246200982,-0.6265650222446251,1
12437.0,1.4921857633815756,0.386255160202933,-0.2357797915017774,0
12438.0,-0.3296082250776646,0.0136818290360426,-0.8803574917373682,1
12441.0,-0.4367725773399729,-0.2134656422971392,2.319634514910262,0
12442.0,-0.4367725773399729,-0.2003816047604781,-1.6969071761922807,1
12444.0,-0.0081151682907398,0.0078905337329303,-0.4349040589938059,1
12445.0,-0.4367725773399729,-0.2261206949965327,-1.4872525274808843,1
12446.0,-0.4367725773399729,-0.1641323860113679,-1.0900121404487646,1
12447.0,-0.4367725773399729,-0.1986656654114078,0.9513620706885167,0
12448.0,-0.4367725773399729,-0.187297567223817,-1.244494513183478,1
12449.0,-0.115279520553048,0.0936875011864456,-0.6043805678204928,1
12450.0,-0.3296082250776646,-0.2119641953667027,0.1320537724347701,0
12451.0,0.0990491839715684,1.145129337329276,0.1690658217977197,0
12452.0,-0.2224438728153563,-0.2001671123418443,-1.5424248034575676,1
12453.0,-0.4367725773399729,-0.1379643109380457,-0.2513935456031787,1
12454.0,-0.3296082250776646,-0.2394192249518276,-1.1286327336324429,1
12455.0,0.0990491839715684,0.2086554375741562,0.5608649618313252,0
12456.0,-0.115279520553048,0.1072005235603743,-0.1473788361649666,1
12457.0,0.742035297545418,-0.0905614864199784,-0.1084397081471756,0
12458.0,-0.3296082250776646,-0.1308860611231307,0.2341224829916341,0
12461.0,-0.3296082250776646,-0.1778599008039303,-0.0389014655558384,1
12462.0,-0.115279520553048,-0.1291701217740604,0.3741987614435468,0
12463.0,0.2062135362338766,-0.0770484640460498,0.0866620362903169,0
12464.0,0.3133778884961849,-0.2153960740648433,0.0792596118019092,0
12465.0,-0.2224438728153563,-0.1375353261007781,-0.6951517339489726,1
12468.0,-0.2224438728153563,-0.1613439845691286,0.7433625902564209,0
12471.0,4.707116331250823,1.4664389804426912,0.0870727527186856,0
12472.0,0.8491996498077262,0.6228402979560015,0.5841207268089365,0
12473.0,0.4205422407584931,0.2620640498139695,-0.6752902008038083,1
12474.0,2.6709936382669666,0.779419763558667,-0.100330641401526,0
12475.0,-0.4367725773399729,-0.1246657809827508,-1.1341499612301114,1
12476.0,1.599350115643884,0.2618495573953357,-0.2897633557142356,0
12477.0,0.4205422407584931,0.5370433305024862,-0.1534090165147183,1
12478.0,-0.4367725773399729,-0.1887990141542535,-1.6858727209969442,1
12479.0,-0.2224438728153563,-0.1641323860113679,-1.617459098785857,1
