CustomerID,Frequency,TotalSpend,Recency
12346.0,-0.3296082250776646,-0.2394192249518276,1.8672218519014594
12347.0,0.20621353623387667,0.2878031400500241,0.36495959459348315
12348.0,-0.11527952055304809,0.2627075270698709,1.6408375453132622
12349.0,-0.4367725773399729,-0.10407450879390716,-1.5203558930668943
12350.0,-0.4367725773399729,-0.1971642184809713,1.6906705687760728
12352.0,0.6348709452831097,-0.1386077881939471,0.16965803421887796
12353.0,-0.4367725773399729,-0.23512937657915184,0.5210183180703872
12354.0,-0.4367725773399729,-0.1257382430759198,0.8299830635398137
12355.0,-0.4367725773399729,-0.1879410444797184,0.6313628700237538
12356.0,-0.22244387281535635,0.10183821309452964,1.4396834692482459
12357.0,-0.4367725773399729,0.3414262447084712,-1.365873520332181
12358.0,-0.3296082250776646,-0.1862251051306481,-0.6695413214264625
12359.0,0.09904918397156841,0.10355415244359994,0.25135557636443073
12360.0,-0.22244387281535635,0.010464442756535809,-0.4261485220688592
12361.0,-0.4367725773399729,-0.21990041485615286,1.4368780992833297
12362.0,0.8491996498077262,0.2350380050661122,-0.5564116611122293
12363.0,-0.3296082250776646,-0.15190631814924196,0.49703037199356853
12364.0,-0.11527952055304809,0.08360635751065763,-1.0731359148558968
12365.0,-0.22244387281535635,-0.20231203652818222,1.4810159200646764
12367.0,-0.4367725773399729,-0.20231203652818222,-1.6858727209969442
12370.0,-0.11527952055304809,0.26506694367484257,1.3950003476383772
12371.0,-0.3296082250776646,-0.1126542055392587,-1.0705704812950763
12372.0,-0.22244387281535635,-0.06911224455659966,0.5878616524267537
12373.0,-0.4367725773399729,-0.1971642184809713,1.7017050239714095
12374.0,-0.4367725773399729,-0.166062817779072,-1.4541491618948743
12375.0,-0.22244387281535635,-0.20145406685364708,-1.0268705357198937
12377.0,-0.3296082250776646,-0.036938381761531414,1.9923267789862502
12378.0,-0.4367725773399729,0.3030321017730231,-0.2955313663845254
12379.0,-0.22244387281535635,-0.15233530298650955,-0.33159519555952804
